Milwaukee,20140410,0.750
Washington,20140410,0.750
Detroit,20140410,0.714
SF Giants,20140410,0.667
Pittsburgh,20140410,0.625
Oakland,20140410,0.625
Atlanta,20140410,0.625
Seattle,20140410,0.625
LA Dodgers,20140410,0.600
Miami,20140410,0.556
St. Louis,20140410,0.556
Cleveland,20140410,0.556
Toronto,20140410,0.556
Tampa Bay,20140410,0.500
Kansas City,20140410,0.500
Colorado,20140410,0.500
NY Yankees,20140410,0.444
Boston,20140410,0.444
Baltimore,20140410,0.444
LA Angels,20140410,0.444
Texas,20140410,0.444
Chi Sox,20140410,0.444
Minnesota,20140410,0.375
Chi Cubs,20140410,0.375
Philadelphia,20140410,0.375
NY Mets,20140410,0.375
Cincinnati,20140410,0.333
Houston,20140410,0.333
San Diego,20140410,0.333
Arizona,20140410,0.273
Washington,20140411,0.778
Milwaukee,20140411,0.778
Detroit,20140411,0.714
Pittsburgh,20140411,0.667
Oakland,20140411,0.667
Seattle,20140411,0.625
SF Giants,20140411,0.600
LA Dodgers,20140411,0.600
St. Louis,20140411,0.556
Atlanta,20140411,0.556
Colorado,20140411,0.500
Miami,20140411,0.500
Cleveland,20140411,0.500
Tampa Bay,20140411,0.500
Kansas City,20140411,0.500
Toronto,20140411,0.500
NY Yankees,20140411,0.500
Chi Sox,20140411,0.500
Texas,20140411,0.444
LA Angels,20140411,0.444
NY Mets,20140411,0.444
Baltimore,20140411,0.444
Boston,20140411,0.400
Houston,20140411,0.400
Arizona,20140411,0.333
San Diego,20140411,0.333
Minnesota,20140411,0.333
Cincinnati,20140411,0.333
Chi Cubs,20140411,0.333
Philadelphia,20140411,0.333
Milwaukee,20140412,0.800
Washington,20140412,0.700
Seattle,20140412,0.667
SF Giants,20140412,0.636
LA Dodgers,20140412,0.636
Detroit,20140412,0.625
Atlanta,20140412,0.600
Pittsburgh,20140412,0.600
Oakland,20140412,0.600
Chi Sox,20140412,0.545
Toronto,20140412,0.545
Tampa Bay,20140412,0.545
LA Angels,20140412,0.500
Texas,20140412,0.500
St. Louis,20140412,0.500
Miami,20140412,0.455
Colorado,20140412,0.455
Cleveland,20140412,0.455
NY Yankees,20140412,0.455
Boston,20140412,0.455
Kansas City,20140412,0.444
Minnesota,20140412,0.400
San Diego,20140412,0.400
Baltimore,20140412,0.400
NY Mets,20140412,0.400
Chi Cubs,20140412,0.400
Philadelphia,20140412,0.400
Houston,20140412,0.364
Arizona,20140412,0.308
Cincinnati,20140412,0.300
Milwaukee,20140413,0.818
LA Dodgers,20140413,0.667
Detroit,20140413,0.667
Washington,20140413,0.636
Oakland,20140413,0.636
Atlanta,20140413,0.636
Seattle,20140413,0.600
SF Giants,20140413,0.583
Tampa Bay,20140413,0.583
St. Louis,20140413,0.545
Pittsburgh,20140413,0.545
Colorado,20140413,0.500
Cleveland,20140413,0.500
Toronto,20140413,0.500
Chi Sox,20140413,0.500
NY Yankees,20140413,0.500
Minnesota,20140413,0.455
Texas,20140413,0.455
LA Angels,20140413,0.455
NY Mets,20140413,0.455
Baltimore,20140413,0.455
Philadelphia,20140413,0.455
Boston,20140413,0.417
Houston,20140413,0.417
Miami,20140413,0.417
Kansas City,20140413,0.400
San Diego,20140413,0.364
Chi Cubs,20140413,0.364
Arizona,20140413,0.286
Cincinnati,20140413,0.273
Milwaukee,20140414,0.833
LA Dodgers,20140414,0.692
Atlanta,20140414,0.667
Oakland,20140414,0.667
SF Giants,20140414,0.615
Detroit,20140414,0.600
St. Louis,20140414,0.583
Washington,20140414,0.583
Seattle,20140414,0.545
Tampa Bay,20140414,0.538
Toronto,20140414,0.538
NY Yankees,20140414,0.538
Chi Sox,20140414,0.538
Minnesota,20140414,0.500
Philadelphia,20140414,0.500
Pittsburgh,20140414,0.500
LA Angels,20140414,0.500
Texas,20140414,0.500
Colorado,20140414,0.462
Cleveland,20140414,0.462
NY Mets,20140414,0.417
Baltimore,20140414,0.417
San Diego,20140414,0.417
Boston,20140414,0.385
Houston,20140414,0.385
Miami,20140414,0.385
Kansas City,20140414,0.364
Cincinnati,20140414,0.333
Chi Cubs,20140414,0.333
Arizona,20140414,0.267
Milwaukee,20140415,0.769
LA Dodgers,20140415,0.692
Atlanta,20140415,0.692
Oakland,20140415,0.692
SF Giants,20140415,0.615
St. Louis,20140415,0.615
Washington,20140415,0.615
Detroit,20140415,0.600
Seattle,20140415,0.583
NY Yankees,20140415,0.538
Toronto,20140415,0.538
Chi Sox,20140415,0.538
Pittsburgh,20140415,0.500
Minnesota,20140415,0.500
Tampa Bay,20140415,0.500
San Diego,20140415,0.462
NY Mets,20140415,0.462
